TaxaName	RecNum	Phylum	Class	Order	Family	Genus	GroupCoarse	GroupFine	Species	ID level	Origin	IntroSource	CommonName	AlternateNames	ITIS_Accepted_Name	ITIS_URL	COL_Accepted_Name	COL_URL	Ref_GL_occurrence	Erie	Huron	Michigan	Ontario	Superior	St. Mary's River	Huron Erie Corridor	Niagara River	Ref_location	Notes	Benthic	Littoral	Limnetic	Lakes_Proper	Tribs/Wetlands	Aerial/ Terrestrial	BOLD_link	Other_Genetic_Info	NatHistory_source	NatHistory_link	nasID
Aphanothece clathrata	141	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Aphanothece 	blue-green	mucilaginous colony	Aphanothece clathrata	Species	Native			Anathece clathrata	Aphanothece clathrata West and West 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=646	Aphanothece clathrata	http://www.catalogueoflife.org/col/details/species/id/b836b7d698f02d656211ac156f708113	Prescott 1962; Brown and Manny 1983; Reavie et al 2014; U.S. EPA GLNPO 2018; 	genus	genus			genus					"Algaebase - Anathece clathrata (West & G.S.West) Komárek, Kastovsky & Jezberová: http://www.algaebase.org/search/species/detail/?species_id=140419; Habitat - ; Other notes - Many-celled aggregate of crowded and irregularly-spaced cells in a globular mucilage, this genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress"										NA	NA
Aphanothece gelatinosa	142	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Aphanothece 	blue-green	mucilaginous colony	Aphanothece gelatinosa	Species	Native			Aphanothece gardneri	Aphanothece gelatinosa (Henn.) Lemmermann	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=647	Aphanothece gelatinosa	http://www.catalogueoflife.org/col/details/species/id/016f7f1db528891910951d45791cc7ac	Makarewicz et al 1994; Makarewicz et al 1995; Brown and Manny 1983; Reavie et al 2014; U.S. EPA GLNPO 2018; 	genus	genus	x	x	genus					"Algaebase - Aphanothece gardneri G.De Toni: http://www.algaebase.org/search/species/detail/?species_id=53245; Habitat - ; Other notes - Many-celled aggregate of crowded and irregularly-spaced cells in a globular mucilage, this genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress"										NA	NA
Aphanothece microscopica	143	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Aphanothece 	blue-green	mucilaginous colony	Aphanothece microscopica	Species	Native				Aphanothece microscopica Naegeli	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=640	Aphanothece microscopica	http://www.catalogueoflife.org/col/details/species/id/807a5392804467bc32d1c297e7e6bcd6	Makarewicz et al 1994; Brown and Manny 1983; Reavie et al 2014; U.S. EPA GLNPO 2018; 	genus	genus	x		genus					"Algaebase - Aphanothece microscopica Nägeli : http://www.algaebase.org/search/species/detail/?species_id=30007; Habitat - ; Other notes - Many-celled aggregate of crowded and irregularly-spaced cells in a globular mucilage, this genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress"										NA	NA
Aphanothece microspora	144	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Aphanothece 	blue-green	mucilaginous colony	Aphanothece microspora	Species	Native				Aphanothece microspora (Memegh.) Rabh.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=649	Aphanothece microspora	http://www.catalogueoflife.org/col/details/species/id/5229265d4e06c0ae6a361803f04e7f87	Prescott 1962; Brown and Manny 1983; Reavie et al 2014; U.S. EPA GLNPO 2018; 	genus	genus			genus					"Algaebase - Aphanothece microspora (Meneghini) Rabenhorst: http://www.algaebase.org/search/species/detail/?species_id=53234; Habitat - ; Other notes - Many-celled aggregate of crowded and irregularly-spaced cells in a globular mucilage, this genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress"										NA	NA
Aphanothece nidulans	145	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Aphanothece 	blue-green	mucilaginous colony	Aphanothece nidulans	Species	Native				"Aphanothece nidulans P. Richter, 1884 "	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=650	Aphanothece nidulans	http://www.catalogueoflife.org/col/details/species/id/dade0fb904da5d47ddf1766fed096815	Makarewicz et al 1994; Brown and Manny 1983; Reavie et al 2014; U.S. EPA GLNPO 2018; 	genus	genus	x		genus					"Algaebase - Aphanothece nidulans P.Richter: http://www.algaebase.org/search/species/detail/?species_id=53217; Habitat - ; Other notes - Many-celled aggregate of crowded and irregularly-spaced cells in a globular mucilage, this genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress"										NA	NA
Aphanothece pallida	146	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Aphanothece 	blue-green	mucilaginous colony	Aphanothece pallida	Species	Native			"Gloeothece rupestris, Anacystis rupestris"	Aphanothece pallida (Kuetz.) Rabh	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=637	Aphanothece pallida	http://www.catalogueoflife.org/col/details/species/id/c0b7618d4f7d55797dd205082250db1c	Prescott 1962; Brown and Manny 1983; Reavie et al 2014; U.S. EPA GLNPO 2018; 	genus	genus			genus					"Algaebase - Aphanothece pallida (Kützing) Rabenhorst: http://www.algaebase.org/search/species/detail/?species_id=24613; Habitat - ; Other notes - Many-celled aggregate of crowded and irregularly-spaced cells in a globular mucilage, this genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress"										NA	NA
Aphanothece saxicola	147	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Aphanothece 	blue-green	mucilaginous colony	Aphanothece saxicola	Species	Native				Aphanothece saxicola Naeg.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=643	Aphanothece saxicola	http://www.catalogueoflife.org/col/details/species/id/be4b797bea463949de208f9a3e77d03a	Prescott 1962; Brown and Manny 1983; Reavie et al 2014; U.S. EPA GLNPO 2018; 	genus	genus			genus					"Algaebase - Aphanothece saxicola Nägeli : http://www.algaebase.org/search/species/detail/?species_id=24615; Habitat - ; Other notes - Many-celled aggregate of crowded and irregularly-spaced cells in a globular mucilage, this genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress"										NA	NA
Aphanothece stagnina 	148	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Aphanothece 	blue-green	mucilaginous colony	Aphanothece stagnina 	Species	Native			 Anacystis rupestris; Anacystis rupestris v. prasina; Aphanothece prasina 	Aphanothece stagnina 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=644	Aphanothece stagnina	http://www.catalogueoflife.org/col/details/species/id/354f3d3741991bed7c4ea2bdac5d355a	Prescott 1962; Brown and Manny 1983; Reavie et al 2014; U.S. EPA GLNPO 2018; 	genus	genus			genus					"Algaebase - Aphanothece stagnina (Sprengel) A.Braun: http://www.algaebase.org/search/species/detail/?species_id=23762; Habitat - ; Other notes - Many-celled aggregate of crowded and irregularly-spaced cells in a globular mucilage, this genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress"										NA	NA
Apiocystis brauniana	149	Chlorophyta	Chlorophyceae	Chlamydomonadales	Tetrasporaceae	Apiocystis	green algae	mucilaginous colony	Apiocystis brauniana	Species	Native				"Apiocystis brauniana Naegeli, 1849"	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=9203			Prescott 1962; 										"Algaebase - Apiocystis brauniana Nägeli: http://www.algaebase.org/search/species/detail/?species_id=27914; Habitat - Attached to filamentous algae and submerged vegetation. Most common in warm, acid habitats with high organic matter; Other notes - Attached pear-shaped colonies of 64-hundreds of cells. "		x			x					NA	NA
Arachnochloris minor	150	Xanthophyta	Xanthophyceae	Mischococcales	Pleurochloridaceae	Arachnochloris	yellow-green algae	unicells	Arachnochloris minor	Species	Native				Arachnochloris minor Pascher	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1959			Prescott 1962; 										Algaebase - Arachnochloris minor Pascher: http://www.algaebase.org/search/species/detail/?species_id=105166; Habitat - acid bog; Other notes - solitary cells with circular depressions. Cells to 9um.		x			x					NA	NA
Arthodesmus sp.	151	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Arthrodesmus	desmid	bicell	Arthodesmus sp.	Genus	Native				"Arthrodesmus Ehrenberg Ex Ralfs, 1848 "	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=8276			Makarewicz et al 1994; 			genus							"Algaebase - Arthrodesmus Ehrenberg ex Ralfs, 1848: http://www.algaebase.org/search/genus/detail/?genus_id=43524&-session=abv4:AC1F070A18a9a344C7SS21CB860A; Habitat - soft water; Other notes - "					x					NA	NA
Arthrospira sp.	152	Cyanobacteria	Cyanophyceae	Nostocales	Oscillatoriaceae	Arthrospira	blue-green	filamentous	Arthrospira sp.	Genus	Native				"Arthrospira Sitzenberger Ex Gomont, 1893"	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1090													"Algaebase - Arthrospira Sitzenberger ex Gomont, 1892: http://www.algaebase.org/search/genus/detail/?genus_id=43076&-session=abv4:AC1F070A1907627F38YiEE69C0E0; Habitat - ; Other notes - coiled filaments with indistinct crosswalls, this genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress."							http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Arthrospira+sp.			NA	NA
Asterionella bleakeleyi 	153	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	diatom	small colonies	Asterionella bleakeleyi 	Species	Native				Asterionella bleakeleyi W. Sm.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3124			Stoermer et al 1999; 			x							"Algaebase - Asterionella bleakeleyi W.Smith: http://www.algaebase.org/search/species/detail/?species_id=37193; Habitat - planktonic, hard-water, bloom forming; Other notes - Cells are joined at the broadest apex by mucilage pads to form stellate or spiral colonies."			x							NA	NA
Asterionella formosa	154	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	diatom	small colonies	Asterionella formosa	Species	Native			"Also originally as Asterionella formosa var. acaroides Lemm., Asterionella formosa var. gracillima (Hantzsch) Grunow in VanHeurck, Asterionella formosa var. subtilis Grunow"	Asterionella formosa Hass. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3120	Asterionella formosa	http://www.catalogueoflife.org/col/details/species/id/1449fcb217c50fefd5dab1090908e2ae	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; Brown and Manny 1983; Reavie et al 2014; U.S. EPA GLNPO 2018; 	1	1	1	1	1					"Algaebase - Asterionella formosa Hassall : http://www.algaebase.org/search/species/detail/?species_id=31441; Habitat - planktonic, hard-water, bloom forming; Other notes - Cells are joined at the broadest apex by mucilage pads to form stellate or spiral colonies."				x			http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Asterionella+formosa			NA	NA
Asterionella gracillima 	155	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	diatom	small colonies	Asterionella gracillima 	Species	Native			Algaebase considers this a subspecies of Asterionella formosa but IT IS retains it as a separate species; Asterionella formosa var. gracillima (Hanztsch) Grunow	Asterionella gracillima (Hantzsch) Heib. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3125			Stoermer et al 1999; 			x							"Algaebase - Asterionella formosa var. gracillima (Hanztsch) Grunow: http://www.algaebase.org/search/species/detail/?species_id=37189; Habitat - planktonic, hard-water, bloom forming; Other notes - Cells are joined at the broadest apex by mucilage pads to form stellate or spiral colonies."			x							NA	NA
Asterionella ralfsii 	156	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	diatom	small colonies	Asterionella ralfsii 	Species	Native				Asterionella ralfsii W. Sm.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3128			Stoermer et al 1999; 										"Algaebase - Asterionella ralfsii W.Smith: http://www.algaebase.org/search/species/detail/?species_id=31443; Habitat - planktonic, hard-water, bloom forming; Other notes - Cells are joined at the broadest apex by mucilage pads to form stellate or spiral colonies."			x							NA	NA
Asterococcus limneticus	157	Chlorophyta	Chlorophyceae	Chlamydomonadales	Palmellopsidaceae	Asterococcus	green algae	mucilaginous colony	Asterococcus limneticus	Species	Native				Asterococcus limnecticus G. M. Smith	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=9179			Prescott 1962; 										"Algaebase - Asterococcus limneticus G.M.Smith: http://www.algaebase.org/search/species/detail/?species_id=27480; Habitat - plankton and littoral plankton, soft water; Other notes - Solitary or colonies to 16cells. Cells 10-35um, colonies to 125um"		x	x		x					NA	NA
Asterococcus spinosus	158	Chlorophyta	Chlorophyceae	Chlamydomonadales	Palmellopsidaceae	Asterococcus	green algae	mucilaginous colony	Asterococcus spinosus	Species	Native				Asterococcus spinosus Prescott	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=9182			Prescott 1962; 										"Algaebase - Asterococcus spinosus Prescott : http://www.algaebase.org/search/species/detail/?species_id=72947; Habitat - plankton and littoral plankton, acid; Other notes - Solitary or colonies to 16cells. Cells 10-35um, colonies to 125um"		x	x		x					NA	NA
Asterococcus superbus	159	Chlorophyta	Chlorophyceae	Chlamydomonadales	Palmellopsidaceae	Asterococcus	green algae	mucilaginous colony	Asterococcus superbus	Species	Native				Asterococcus superbus (Cienkewski) Scherffel	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=9180			Prescott 1962; 										"Algaebase - Asterococcus superbus (Cienkowski) Scherffel : http://www.algaebase.org/search/species/detail/?species_id=27481; Habitat - plankton and littoral plankton, soft water; Other notes - Solitary or colonies to 16cells. Cells 10-35um, colonies to 125um"		x	x		x		http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Asterococcus+superbus			NA	NA
Asterocystis smaragdina	160	Rhodophyta	Stylonematophyceae	Stylonematales	Stylonemataceae	Asterocystis	red algae	attached filaments	Asterocystis smaragdina	Species	Native				genus not found				Prescott 1962; 										"Algaebase - genus not found: ; Habitat - ; Other notes - false-branched, with stellate chloroplasts"										NA	NA
Audouinella hermannii 	161	Rhodophyta	Florideophyceae	Acrochaetiales	Acrochaetiaceae	Audouinella	red algae	attached filaments	Audouinella hermannii 	Species	Native			Originally as Audouinella violacea	species not found				Prescott 1962; 										"Algaebase - Audouinella hermannii (Roth) Duby: http://www.algaebase.org/search/species/detail/?species_id=32439; Habitat - ; Other notes - Branched, tufted filaments. Axial cells with disc-like or ribbon-like chloroplasts. Easily confused with juvenile Batrachospermum."							http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Audouinella+hermannii+			NA	NA
Aulacoseira agassizii 	162	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	diatom	eucentric	Aulacoseira agassizii 	Species	Native			Originally also as Aulacoseira agassizii var. malayensis (Hust.) Simonsen	Aulacoseira agassizii (Ostenf.) Simonsen	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591193			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		1								Algaebase - Aulacoseira agassizii (Ostenfeld) Simonsen: http://www.algaebase.org/search/species/detail/?species_id=50128; Habitat - ; Other notes - Valves joined via elongate spines to form cylindrical filaments.				x						NA	NA
Aulacoseira alpigena	163	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	diatom	eucentric	Aulacoseira alpigena	Species	Native			Also originally as Aulacoseira distans var. alpigena (Grunow) Simonsen	Aulacoseira alpigena (Grunow) Krammer	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591204	Aulacoseira alpigena	http://www.catalogueoflife.org/col/details/species/id/8fb9fc2346939d8f064cd10c5907262c	Stoermer et al 1999; 										Algaebase - Aulacoseira alpigena (Grunow) Krammer: http://www.algaebase.org/search/species/detail/?species_id=30960; Habitat - ; Other notes - Valves joined via elongate spines to form cylindrical filaments.										NA	NA
Aulacoseira ambigua	164	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	diatom	eucentric	Aulacoseira ambigua	Species	Native			"Gallionella distans, Melosira distans"	Aulacoseira ambigua (Grunow) Simonsen	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591194	Aulacoseira ambigua	http://www.catalogueoflife.org/col/details/species/id/84539d171d11ba4294b9d7a61b81cf89	Stoermer et al 1999; Makarewicz et al 1994; Brown and Manny 1983; Reavie et al 2014; U.S. EPA GLNPO 2018; 	1	1	1	1	1					Algaebase - Aulacoseira ambigua (Grunow) Simonsen: http://www.algaebase.org/search/species/detail/?species_id=32945; Habitat - ; Other notes - Valves joined via elongate spines to form cylindrical filaments.				x			http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Aulacoseira+ambigua			NA	NA
